Lead_ID,Region,State,Course,Time_Slot,Pitch_Category,Pitch_Minutes,Followup_Gap,Script_Tone,Attempts,Lag,ELT,Outreach_Type,Engagement_Score,Lead_Score,High_Engagement,Conversion_Probability
L02758,North,Punjab,Data Science,Evening,Medium,6.4,1 Day,Formal,1,4.1,17.7,Direct,84,74,1,63.4
L02759,South,Telangana,Cybersecurity,Morning,Medium,5.1,2 Days,Semi-Formal,1,4.6,12.2,Campus Ambassador,59,58,0,61
L02760,South,Andhra Pradesh,Full Stack,Afternoon,Short,3,2 Days,Casual,1,2.9,15.9,Direct,59,49,0,51.9
L02761,South,Andhra Pradesh,Cybersecurity,Morning,Long,9.6,1 Day,Casual,1,7.3,12.5,Direct,46,49,0,38.2
L02762,South,Karnataka,Data Science,Evening,Short,2.7,Same Day,Casual,1,5.4,12.1,Direct,65,63,0,39.4
L02763,South,Telangana,Cybersecurity,Afternoon,Medium,5.1,2 Days,Formal,1,5.9,14.5,Direct,38,33,0,54.4
L02764,West,Goa,Cloud,Morning,Medium,5.8,3-5 Days,Semi-Formal,1,6.9,12.9,Direct,65,61,0,60.1
L02765,South,Telangana,Cybersecurity,Morning,Medium,6.5,Same Day,Formal,1,6.9,12.2,Direct,49,49,0,36.9
L02766,North,Delhi,AI & ML,Evening,Short,1.7,2 Days,Formal,1,1.2,10.2,Direct,68,58,0,55.2
L02767,South,Karnataka,Cybersecurity,Evening,Long,10.6,Same Day,Formal,1,1,11.7,Direct,77,72,1,48.8
L02768,South,Kerala,Data Science,Afternoon,Long,10.2,Same Day,Semi-Formal,1,9.2,14.8,Direct,67,60,0,46.3
L02769,North,Punjab,AI & ML,Afternoon,Medium,6.6,2 Days,Formal,1,4,12.7,Direct,82,72,1,70.3
L02770,North,Delhi,Cloud,Afternoon,Long,10.8,Same Day,Formal,1,4,16.3,Campus Ambassador,64,53,0,61.5
L02771,West,Maharashtra,AI & ML,Afternoon,Medium,7,2 Days,Formal,1,4.7,12.5,Direct,66,59,0,37.5
L02772,East,Odisha,Data Science,Morning,Long,10.6,2 Days,Formal,1,5.7,17.1,Campus Ambassador,51,45,0,46.7
L02773,North,Delhi,Cybersecurity,Evening,Short,2.1,2 Days,Semi-Formal,1,3.4,14.1,Direct,85,74,1,69.7
L02774,North,Haryana,AI & ML,Evening,Medium,6.1,Same Day,Casual,1,6.2,11.3,Direct,83,69,1,62.6
L02775,East,Jharkhand,Data Science,Morning,Medium,5.3,2 Days,Casual,1,3.4,7.9,Direct,69,63,0,61.3
L02776,West,Maharashtra,AI & ML,Evening,Medium,6.2,1 Day,Formal,1,5.4,11.3,Direct,76,66,1,44.8
L02777,East,Odisha,Full Stack,Afternoon,Medium,6.4,2 Days,Semi-Formal,1,7.2,13.5,Campus Ambassador,61,52,0,50.9
L02778,East,Odisha,Cloud,Evening,Short,1.5,2 Days,Semi-Formal,1,7.8,14.9,Direct,77,70,1,61.2
L02779,North,Delhi,Cybersecurity,Afternoon,Short,2.4,2 Days,Semi-Formal,1,3.3,7.5,Direct,84,69,1,68.5
L02780,East,West Bengal,Full Stack,Morning,Medium,5.5,2 Days,Casual,1,4.2,11.8,Direct,53,54,0,44.9
L02781,North,Haryana,AI & ML,Evening,Medium,6.3,Same Day,Semi-Formal,1,10,17.5,Direct,85,68,1,60.1
L02782,West,Gujarat,Cybersecurity,Morning,Short,2.3,Same Day,Formal,1,4.7,13.2,Campus Ambassador,68,54,0,45.8
L02783,East,Jharkhand,Full Stack,Evening,Medium,7,Same Day,Formal,1,4.2,9.8,Direct,58,51,0,51.3
L02784,South,Kerala,Cloud,Morning,Medium,6.6,3-5 Days,Casual,1,7.2,9.4,Direct,65,65,0,53.4
L02785,South,Telangana,AI & ML,Afternoon,Long,10.2,1 Day,Casual,1,4.1,6.2,Campus Ambassador,30,36,0,33.2
L02786,South,Karnataka,Cybersecurity,Evening,Long,10.7,Same Day,Semi-Formal,1,4.4,18.2,Direct,62,58,0,32.7
L02787,West,Maharashtra,Full Stack,Afternoon,Medium,7,3-5 Days,Semi-Formal,1,6.1,15.8,Campus Ambassador,47,40,0,40.8
L02788,South,Telangana,Full Stack,Evening,Long,10.4,1 Day,Semi-Formal,1,2.8,12.5,Direct,62,49,0,49.4
L02789,South,Telangana,AI & ML,Evening,Long,9.9,Same Day,Casual,1,5.5,15.2,Direct,63,55,0,48.5
L02790,South,Karnataka,Data Science,Morning,Short,1.5,3-5 Days,Formal,1,6.2,7.3,Campus Ambassador,48,48,0,33.8
L02791,North,Delhi,Cloud,Evening,Long,11,Same Day,Casual,1,3.1,14.9,Direct,93,81,1,46.2
L02792,South,Andhra Pradesh,Data Science,Morning,Short,2.9,Same Day,Semi-Formal,1,7.7,10.6,Direct,69,59,0,52.6
L02793,North,Haryana,Cloud,Morning,Short,2.3,1 Day,Semi-Formal,1,4.6,12.3,Campus Ambassador,73,59,1,58.3
L02794,West,Gujarat,Data Science,Morning,Short,2.2,2 Days,Semi-Formal,1,6.6,12.5,Direct,80,70,1,46.6
L02795,North,Delhi,AI & ML,Evening,Medium,6.8,1 Day,Semi-Formal,1,7.2,10.5,Direct,68,62,0,60.2
L02796,East,Odisha,Full Stack,Evening,Long,10,1 Day,Casual,1,6.4,11.5,Direct,65,51,0,57
L02797,West,Maharashtra,AI & ML,Morning,Short,2.5,1 Day,Casual,1,5.8,11.4,Direct,69,67,0,70
L02798,North,Haryana,Full Stack,Afternoon,Medium,6.9,2 Days,Casual,1,8.4,12.2,Direct,57,53,0,61.5
L02799,South,Kerala,Cloud,Morning,Medium,6.1,2 Days,Semi-Formal,1,7.4,11.9,Direct,51,41,0,42.8
L02800,East,Bihar,Cloud,Morning,Medium,6,Same Day,Formal,1,4.3,12.5,Campus Ambassador,73,67,1,47.6
L02801,North,Rajasthan,Data Science,Morning,Short,1,2 Days,Casual,1,1,10,Direct,50,43,0,46.9
L02802,North,Punjab,Data Science,Morning,Short,2.1,3-5 Days,Casual,1,5.6,11.6,Direct,79,66,1,72.9
L02803,South,Andhra Pradesh,Full Stack,Afternoon,Short,1.1,1 Day,Casual,1,6.9,13.8,Campus Ambassador,68,65,0,50.5
L02804,East,Bihar,Cloud,Afternoon,Short,1.2,2 Days,Semi-Formal,1,5.1,17.2,Campus Ambassador,81,69,1,50.3
L02805,East,Bihar,Cybersecurity,Morning,Short,1.9,Same Day,Semi-Formal,1,2.7,13.4,Campus Ambassador,75,66,1,43.1
L02806,South,Andhra Pradesh,Full Stack,Evening,Medium,5.9,2 Days,Formal,1,4.3,13.9,Direct,69,55,0,33.3
L02807,North,Uttar Pradesh,Data Science,Afternoon,Short,2.3,1 Day,Semi-Formal,1,4.3,12.1,Campus Ambassador,72,68,1,40.2
L02808,South,Telangana,Cybersecurity,Evening,Long,9.8,3-5 Days,Semi-Formal,1,2.1,15.1,Campus Ambassador,89,76,1,43.8
L02809,South,Tamil Nadu,Full Stack,Morning,Short,1.7,2 Days,Semi-Formal,1,6.2,13.1,Direct,100,78,1,62.8
L02810,East,Odisha,Cybersecurity,Afternoon,Medium,5.8,Same Day,Casual,1,1.6,15.3,Direct,58,56,0,42.4
L02811,North,Haryana,Full Stack,Evening,Long,10,3-5 Days,Casual,1,1.9,14,Campus Ambassador,59,56,0,55.3
L02812,West,Goa,Cybersecurity,Morning,Long,10.7,Same Day,Formal,1,7.2,11.2,Direct,81,62,1,60
L02813,North,Rajasthan,Cloud,Morning,Short,2.9,Same Day,Casual,1,5.4,10.8,Campus Ambassador,88,76,1,66
L02814,North,Punjab,Cloud,Morning,Short,2.3,Same Day,Casual,1,8.1,13.5,Direct,73,70,1,41.3
L02815,North,Punjab,Data Science,Evening,Long,9.3,Same Day,Formal,1,4.9,15,Direct,74,66,1,45.5
L02816,North,Uttar Pradesh,Cybersecurity,Evening,Short,2.1,Same Day,Formal,1,6.4,14.4,Direct,64,59,0,65.1
L02817,North,Rajasthan,Full Stack,Morning,Long,11,Same Day,Semi-Formal,1,5.8,9.8,Campus Ambassador,68,57,0,61.4
L02818,West,Goa,Cloud,Evening,Short,1,Same Day,Casual,1,6.6,9.8,Direct,90,80,1,41.7
L02819,West,Goa,Data Science,Afternoon,Short,1.9,Same Day,Semi-Formal,1,2.4,14.7,Direct,90,71,1,72.4
L02820,North,Haryana,Cloud,Morning,Medium,5.3,Same Day,Semi-Formal,1,8.4,8.2,Campus Ambassador,87,75,1,78.9
L02821,North,Haryana,Full Stack,Morning,Long,9.4,2 Days,Semi-Formal,1,4,14.3,Campus Ambassador,81,76,1,52.4
L02822,North,Delhi,Cloud,Evening,Short,2.3,1 Day,Formal,1,6.9,11.7,Direct,70,66,1,59.1
L02823,South,Karnataka,AI & ML,Afternoon,Long,9.3,2 Days,Formal,1,5.2,16.7,Direct,69,66,0,68.8
L02824,East,Jharkhand,Cybersecurity,Evening,Short,1.5,2 Days,Semi-Formal,1,2.6,12.7,Direct,69,55,0,69.4
L02825,North,Rajasthan,AI & ML,Evening,Short,1.9,Same Day,Formal,1,3.4,9.6,Direct,87,72,1,63.7
L02826,East,West Bengal,AI & ML,Morning,Short,2.5,Same Day,Casual,1,6.9,9.5,Direct,78,70,1,44.8
L02827,North,Rajasthan,Data Science,Afternoon,Short,1.1,1 Day,Semi-Formal,1,4.5,11,Direct,80,69,1,36.8
L02828,North,Haryana,AI & ML,Afternoon,Long,10.9,2 Days,Formal,1,5.5,10.8,Direct,51,51,0,45.9
L02829,North,Uttar Pradesh,Data Science,Morning,Short,1.9,2 Days,Formal,1,6.1,10.7,Campus Ambassador,66,61,0,56.6
L02830,North,Haryana,AI & ML,Evening,Short,2,2 Days,Casual,1,3.3,18.9,Direct,74,71,1,67.1
L02831,South,Karnataka,Data Science,Afternoon,Short,2.2,Same Day,Casual,1,5.6,13.3,Campus Ambassador,71,55,1,42
L02832,South,Telangana,AI & ML,Evening,Short,1,2 Days,Formal,1,4.5,16.2,Campus Ambassador,54,54,0,62.2
L02833,North,Delhi,Full Stack,Evening,Short,1,1 Day,Casual,1,8.3,9.5,Direct,71,66,1,73.9
L02834,North,Rajasthan,Cybersecurity,Evening,Medium,6.9,1 Day,Formal,1,6.2,13.3,Direct,53,55,0,53.7
L02835,North,Uttar Pradesh,Data Science,Evening,Long,10.7,Same Day,Formal,1,2.6,12.4,Direct,68,61,0,46.8
L02836,North,Haryana,Cloud,Morning,Short,1.2,Same Day,Semi-Formal,1,5.5,15,Direct,95,85,1,64.6
L02837,South,Tamil Nadu,Cybersecurity,Morning,Short,2.1,2 Days,Semi-Formal,1,7.1,11.9,Direct,95,75,1,72.8
L02838,South,Karnataka,Full Stack,Evening,Medium,6.8,1 Day,Formal,1,8.2,14.5,Direct,76,62,1,65.2
L02839,South,Karnataka,Cybersecurity,Evening,Long,10,Same Day,Formal,1,1.2,9.3,Direct,69,56,0,61
L02840,North,Rajasthan,Full Stack,Evening,Long,10.8,Same Day,Casual,1,7.5,14.1,Direct,82,72,1,55
L02841,West,Maharashtra,Data Science,Afternoon,Medium,6.1,1 Day,Formal,1,3.7,13.9,Campus Ambassador,61,62,0,60
L02842,West,Gujarat,Cybersecurity,Evening,Medium,6.7,1 Day,Semi-Formal,1,5.2,13.9,Campus Ambassador,83,76,1,59.7
L02843,South,Tamil Nadu,Cybersecurity,Evening,Medium,5.7,1 Day,Semi-Formal,1,5.4,16.1,Campus Ambassador,77,72,1,78.8
L02844,South,Karnataka,Cybersecurity,Afternoon,Medium,7,3-5 Days,Semi-Formal,1,6.2,12.7,Direct,59,47,0,41.3
L02845,North,Uttar Pradesh,Data Science,Evening,Long,9.9,Same Day,Formal,1,4.2,9.9,Direct,69,57,0,46.9
L02846,South,Telangana,AI & ML,Morning,Medium,6.8,Same Day,Semi-Formal,2,10.2,8.6,Campus Ambassador,62,52,0,52.8
L02847,South,Kerala,Cybersecurity,Afternoon,Short,2.1,1 Day,Semi-Formal,1,5.6,15.4,Direct,80,74,1,73.9
L02848,West,Gujarat,Cybersecurity,Morning,Medium,5.2,Same Day,Casual,2,9.1,12.7,Direct,63,62,0,62.6
L02849,South,Telangana,Cloud,Evening,Long,10.4,2 Days,Formal,1,4.7,15.1,Campus Ambassador,63,61,0,47.6
L02850,South,Andhra Pradesh,AI & ML,Evening,Short,2.2,Same Day,Formal,1,2.7,12.7,Campus Ambassador,80,75,1,57.1
L02851,North,Uttar Pradesh,Cybersecurity,Evening,Long,10.6,Same Day,Semi-Formal,1,3.4,10,Direct,87,71,1,76.8
L02852,West,Maharashtra,Cybersecurity,Evening,Long,9.5,Same Day,Formal,1,7.6,15.9,Direct,89,76,1,74.8
L02853,South,Karnataka,Cybersecurity,Morning,Short,1.6,1 Day,Formal,1,9.1,12.8,Direct,77,59,1,49.7
L02854,North,Haryana,Cloud,Afternoon,Short,2.1,Same Day,Casual,1,4.4,11.6,Direct,93,78,1,49.4
L02855,West,Maharashtra,Data Science,Afternoon,Short,1.1,1 Day,Formal,1,8.2,9.4,Direct,93,84,1,32
L02856,West,Gujarat,Cloud,Afternoon,Long,10.2,Same Day,Formal,1,6.4,11.4,Direct,75,63,1,43.9
L02857,South,Karnataka,Data Science,Morning,Short,1.7,2 Days,Semi-Formal,1,4.9,10.5,Direct,57,47,0,40.9
L02858,West,Gujarat,Data Science,Evening,Medium,5.9,3-5 Days,Semi-Formal,1,3.9,7.8,Direct,62,58,0,54.8
L02859,East,Odisha,Full Stack,Afternoon,Short,1,1 Day,Casual,1,3.6,11.8,Direct,84,67,1,61.7
L02860,North,Haryana,Cloud,Evening,Long,10.2,1 Day,Casual,1,7.8,14.2,Direct,81,75,1,61.6
L02861,North,Uttar Pradesh,Cloud,Morning,Short,1.4,Same Day,Formal,1,1.9,10.8,Direct,89,73,1,66.5
L02862,North,Haryana,Data Science,Afternoon,Medium,5.1,2 Days,Formal,1,4.5,18.8,Campus Ambassador,61,50,0,38
L02863,West,Gujarat,AI & ML,Afternoon,Short,2.9,3-5 Days,Casual,1,4.4,12.3,Campus Ambassador,79,71,1,60.1
L02864,North,Uttar Pradesh,Cybersecurity,Evening,Medium,5.1,3-5 Days,Semi-Formal,1,7,13.5,Direct,54,50,0,43.1
L02865,North,Delhi,Data Science,Evening,Medium,6.3,Same Day,Semi-Formal,1,5.5,13.8,Direct,99,84,1,72.9
L02866,South,Karnataka,Cybersecurity,Afternoon,Medium,5.1,Same Day,Semi-Formal,1,4.6,17.4,Direct,71,56,1,61.7
L02867,East,West Bengal,Cybersecurity,Evening,Medium,6.2,Same Day,Formal,1,3.8,10.7,Direct,48,45,0,52.2
L02868,North,Punjab,Cybersecurity,Afternoon,Long,9.2,3-5 Days,Semi-Formal,1,6.2,12.6,Direct,58,57,0,50.1
L02869,West,Gujarat,Data Science,Evening,Medium,5.3,1 Day,Semi-Formal,1,3.2,17.8,Direct,64,59,0,52.6
L02870,East,Odisha,Cybersecurity,Evening,Long,9.1,3-5 Days,Semi-Formal,1,7.3,12,Campus Ambassador,59,59,0,41.1
L02871,South,Kerala,AI & ML,Afternoon,Short,2.4,1 Day,Formal,1,9.4,12.5,Campus Ambassador,81,69,1,56
L02872,North,Haryana,Data Science,Evening,Long,9.6,1 Day,Semi-Formal,1,4.3,10,Direct,68,57,0,39.5
L02873,North,Uttar Pradesh,Full Stack,Evening,Medium,6.6,Same Day,Casual,1,2.9,13.4,Direct,83,65,1,56.2
L02874,North,Rajasthan,AI & ML,Evening,Long,10.2,Same Day,Semi-Formal,3,3,10.2,Direct,70,57,1,73.4
L02875,South,Karnataka,AI & ML,Afternoon,Long,9.7,3-5 Days,Casual,1,4.7,14.7,Campus Ambassador,51,54,0,47.4
L02876,West,Maharashtra,AI & ML,Evening,Short,2.5,2 Days,Formal,1,2.4,10.7,Direct,66,56,0,51.3
L02877,East,Jharkhand,Full Stack,Morning,Short,2.5,2 Days,Casual,1,5.3,11.6,Direct,60,47,0,54.1
L02878,South,Karnataka,Cloud,Afternoon,Short,2.9,Same Day,Formal,1,6.8,9.5,Direct,68,54,0,41.1
L02879,East,Odisha,Cloud,Evening,Long,9.4,3-5 Days,Formal,1,5.8,9.8,Campus Ambassador,43,37,0,50.4
L02880,North,Rajasthan,Full Stack,Afternoon,Medium,5.6,Same Day,Semi-Formal,1,2.1,9.6,Direct,91,80,1,71.3
L02881,East,West Bengal,Cloud,Evening,Short,1.6,Same Day,Semi-Formal,1,3,18.5,Direct,91,83,1,66.9
L02882,West,Goa,AI & ML,Evening,Medium,6.4,3-5 Days,Semi-Formal,1,1,18.6,Direct,61,48,0,53.8
L02883,South,Andhra Pradesh,Cloud,Morning,Long,9.6,2 Days,Formal,1,7.3,4.9,Direct,50,54,0,45.2
L02884,North,Delhi,Cybersecurity,Afternoon,Medium,6,2 Days,Casual,1,6.6,8.4,Direct,55,58,0,62.7
L02885,South,Karnataka,Cloud,Morning,Short,1.9,Same Day,Formal,1,9.3,13.2,Direct,65,63,0,41.5
L02886,North,Uttar Pradesh,AI & ML,Evening,Long,9.7,3-5 Days,Formal,1,6.8,17,Direct,55,55,0,43.4
L02887,West,Goa,AI & ML,Afternoon,Short,2.2,3-5 Days,Semi-Formal,2,7.2,11.6,Direct,81,62,1,60.9
L02888,South,Kerala,Cybersecurity,Afternoon,Long,10.5,3-5 Days,Semi-Formal,1,6,10.9,Campus Ambassador,54,55,0,49.3
L02889,North,Uttar Pradesh,Cloud,Morning,Short,1.3,2 Days,Semi-Formal,1,4.5,13.8,Direct,91,82,1,66.4
L02890,East,Jharkhand,Cloud,Evening,Medium,5.9,Same Day,Casual,1,6.1,16.3,Direct,65,51,0,45.4
L02891,North,Delhi,Full Stack,Morning,Medium,6.9,2 Days,Formal,1,5.7,9.1,Direct,53,55,0,45.9
L02892,West,Gujarat,Cybersecurity,Morning,Medium,6.9,1 Day,Formal,1,5.4,9.8,Direct,77,63,1,59.7
L02893,West,Goa,Cybersecurity,Afternoon,Medium,5.3,3-5 Days,Formal,1,2.6,15.5,Direct,44,39,0,49.1
L02894,North,Haryana,Cloud,Morning,Medium,6.6,1 Day,Formal,1,4.3,9.3,Campus Ambassador,80,62,1,53.3
L02895,North,Uttar Pradesh,Cybersecurity,Morning,Medium,5.5,2 Days,Casual,1,5.2,12.2,Campus Ambassador,59,55,0,63.1
L02896,South,Tamil Nadu,Full Stack,Morning,Long,9.5,3-5 Days,Semi-Formal,2,1,10.5,Direct,62,55,0,58.4
L02897,East,Jharkhand,Data Science,Evening,Long,10.8,1 Day,Semi-Formal,1,4.4,16.7,Campus Ambassador,68,55,0,49.4
L02898,South,Andhra Pradesh,Cybersecurity,Morning,Medium,6.9,Same Day,Formal,1,4.6,10.8,Direct,68,65,0,53.3
L02899,South,Kerala,Data Science,Morning,Short,1.1,Same Day,Semi-Formal,1,5.1,11.9,Campus Ambassador,85,76,1,59.7
L02900,South,Karnataka,Cloud,Afternoon,Long,10.2,Same Day,Semi-Formal,1,6.5,14.4,Direct,65,56,0,46.4
L02901,West,Gujarat,Data Science,Evening,Short,1.8,3-5 Days,Formal,1,5,12.4,Direct,60,60,0,53.6
L02902,East,Jharkhand,Data Science,Evening,Short,2.4,Same Day,Semi-Formal,1,2.6,13.9,Direct,69,59,0,28.1
L02903,South,Telangana,AI & ML,Morning,Medium,6.6,3-5 Days,Formal,1,5.7,9.9,Direct,78,61,1,44.8
L02904,East,Jharkhand,Cybersecurity,Afternoon,Medium,5.3,Same Day,Formal,1,1,9.5,Direct,74,62,1,51.6
L02905,North,Uttar Pradesh,AI & ML,Evening,Medium,5.3,2 Days,Formal,1,5.2,11.6,Direct,58,47,0,59.7
L02906,South,Tamil Nadu,Cloud,Morning,Medium,5.9,Same Day,Formal,1,6.8,14.2,Direct,77,65,1,70.5
L02907,East,West Bengal,Data Science,Evening,Medium,6.2,1 Day,Formal,1,4.2,14.6,Direct,58,46,0,49.7
L02908,West,Goa,Full Stack,Afternoon,Short,1.9,Same Day,Formal,1,6.2,14.9,Direct,61,59,0,35
L02909,West,Goa,Data Science,Morning,Short,2.9,3-5 Days,Semi-Formal,1,6.5,13.2,Campus Ambassador,64,53,0,50.1
L02910,West,Goa,Full Stack,Evening,Short,1.7,2 Days,Casual,1,3.1,9.9,Direct,68,53,0,45.7
L02911,West,Maharashtra,Cloud,Evening,Medium,6,Same Day,Semi-Formal,1,8.2,12.7,Direct,66,62,0,69.1
L02912,South,Tamil Nadu,Full Stack,Morning,Short,1.1,Same Day,Semi-Formal,1,5.6,12.5,Direct,95,80,1,54.9
L02913,East,Jharkhand,AI & ML,Evening,Long,10.7,3-5 Days,Casual,1,4.9,14.5,Campus Ambassador,46,45,0,50
L02914,South,Karnataka,Cybersecurity,Afternoon,Long,10.6,3-5 Days,Formal,1,5.8,16,Direct,34,31,0,29.5
L02915,North,Punjab,Data Science,Evening,Long,9.7,1 Day,Semi-Formal,1,6.9,15,Direct,64,53,0,55.9
L02916,West,Gujarat,AI & ML,Afternoon,Short,2.5,1 Day,Formal,1,5.2,9.9,Campus Ambassador,52,56,0,52.8
L02917,North,Punjab,AI & ML,Morning,Short,1.9,3-5 Days,Casual,1,4.4,13.1,Campus Ambassador,57,54,0,59.6
L02918,South,Tamil Nadu,Full Stack,Morning,Long,9.5,2 Days,Formal,1,4.3,11.7,Campus Ambassador,59,52,0,35.7
L02919,North,Rajasthan,Full Stack,Evening,Short,1.9,1 Day,Casual,1,4.5,16.4,Direct,75,69,1,60.5
L02920,South,Telangana,Data Science,Evening,Short,1.9,1 Day,Casual,1,6,12.6,Direct,74,70,1,52.5
L02921,South,Tamil Nadu,Data Science,Afternoon,Medium,5.8,Same Day,Semi-Formal,1,2.8,15.3,Campus Ambassador,90,80,1,58.8
L02922,North,Uttar Pradesh,AI & ML,Morning,Medium,5.8,1 Day,Formal,1,4.7,6.3,Direct,48,49,0,41.5
L02923,North,Rajasthan,Full Stack,Evening,Medium,5.5,Same Day,Formal,2,4.1,10.9,Direct,57,52,0,57
L02924,West,Gujarat,AI & ML,Morning,Short,2.4,1 Day,Semi-Formal,1,5.9,11.1,Direct,66,56,0,50.6
L02925,South,Tamil Nadu,AI & ML,Morning,Short,2.5,1 Day,Casual,1,5.4,12.9,Direct,78,68,1,70.3
L02926,South,Kerala,Cybersecurity,Morning,Long,10.9,1 Day,Casual,1,8.7,10.8,Direct,63,63,0,50.1
L02927,East,Jharkhand,Cybersecurity,Afternoon,Medium,5.9,3-5 Days,Casual,1,4.9,12.1,Direct,76,64,1,54.4
L02928,North,Uttar Pradesh,Data Science,Evening,Short,1.2,Same Day,Semi-Formal,1,5.1,9.9,Direct,74,66,1,63.5
L02929,West,Maharashtra,Cybersecurity,Morning,Medium,5.6,2 Days,Casual,1,4.6,14.9,Campus Ambassador,80,76,1,59.5
L02930,West,Gujarat,Cybersecurity,Evening,Medium,5.8,1 Day,Semi-Formal,1,4.4,14.3,Direct,52,45,0,52.3
L02931,North,Rajasthan,Cloud,Afternoon,Medium,7,Same Day,Semi-Formal,1,3.6,12.3,Direct,67,60,0,69.2
L02932,North,Haryana,Data Science,Afternoon,Long,10,Same Day,Semi-Formal,1,3,15.5,Direct,83,72,1,42.3
L02933,South,Andhra Pradesh,Data Science,Evening,Medium,6.5,3-5 Days,Semi-Formal,1,3.2,11.9,Direct,76,69,1,63.3
L02934,South,Andhra Pradesh,Cybersecurity,Evening,Medium,6.8,Same Day,Formal,1,3.8,11.2,Direct,60,48,0,56.7
L02935,North,Punjab,Full Stack,Evening,Medium,6.8,1 Day,Formal,1,7,15.1,Direct,61,57,0,50.1
L02936,West,Goa,Cybersecurity,Morning,Long,10.4,1 Day,Formal,1,4.3,13.9,Campus Ambassador,39,33,0,63.7
L02937,East,Bihar,Data Science,Afternoon,Short,2.8,2 Days,Semi-Formal,1,1.9,11.1,Direct,72,59,1,49.3
L02938,North,Rajasthan,Data Science,Morning,Short,2,Same Day,Semi-Formal,1,8.4,13.8,Campus Ambassador,76,67,1,52.9
L02939,West,Gujarat,Cloud,Evening,Short,2.2,2 Days,Semi-Formal,1,8.4,10.3,Campus Ambassador,71,63,1,78.1
L02940,North,Haryana,Cybersecurity,Evening,Short,1.2,Same Day,Formal,1,5.6,12,Direct,79,63,1,71.5
L02941,South,Tamil Nadu,Data Science,Morning,Medium,6.6,1 Day,Casual,1,1,11.4,Direct,52,50,0,28
L02942,West,Goa,Cloud,Afternoon,Short,1.5,3-5 Days,Formal,1,9.2,13.1,Campus Ambassador,55,56,0,47.6
L02943,West,Maharashtra,AI & ML,Evening,Long,10.4,1 Day,Formal,1,7.2,10.1,Direct,24,29,0,24.2
L02944,South,Karnataka,AI & ML,Evening,Long,10.5,Same Day,Formal,1,3.8,14.9,Direct,71,63,1,60.9
L02945,North,Punjab,Cloud,Morning,Medium,5.6,Same Day,Formal,1,3.9,13.8,Direct,70,56,1,53.6
L02946,North,Rajasthan,AI & ML,Morning,Short,1,Same Day,Semi-Formal,1,7.8,12.4,Direct,69,61,0,47.9
L02947,North,Haryana,AI & ML,Afternoon,Long,10.3,2 Days,Semi-Formal,1,4.4,10.6,Direct,67,60,0,40
L02948,North,Rajasthan,AI & ML,Afternoon,Short,1.6,1 Day,Casual,1,6.6,11,Campus Ambassador,85,77,1,54.1
L02949,North,Haryana,Data Science,Evening,Short,1.9,1 Day,Formal,1,4.2,12.4,Campus Ambassador,60,55,0,59.9
L02950,South,Telangana,Cloud,Morning,Short,2.9,1 Day,Formal,1,6.9,10.1,Direct,76,63,1,31.9
L02951,South,Andhra Pradesh,Cloud,Morning,Long,10.7,2 Days,Semi-Formal,1,2.6,12.7,Campus Ambassador,67,67,0,49.6
L02952,East,Jharkhand,AI & ML,Morning,Long,9.8,3-5 Days,Semi-Formal,4,5.1,9.8,Direct,41,42,0,56
L02953,South,Karnataka,Cloud,Morning,Medium,6.7,Same Day,Semi-Formal,1,7.1,12,Direct,46,48,0,45.2
L02954,North,Uttar Pradesh,Cybersecurity,Afternoon,Medium,6.6,Same Day,Semi-Formal,1,7.6,9.2,Campus Ambassador,84,74,1,60.8
L02955,West,Maharashtra,AI & ML,Morning,Short,1.1,1 Day,Formal,1,8.2,10.3,Direct,65,58,0,41.8
L02956,South,Andhra Pradesh,Cybersecurity,Afternoon,Short,1.5,2 Days,Casual,1,6.3,14.6,Direct,60,61,0,59.5
L02957,West,Gujarat,Data Science,Afternoon,Short,1.4,Same Day,Formal,1,5.9,11.1,Direct,65,51,0,57.2
L02958,South,Tamil Nadu,Data Science,Afternoon,Medium,5.1,1 Day,Semi-Formal,1,3.2,13,Direct,81,73,1,70.1
L02959,East,West Bengal,AI & ML,Afternoon,Medium,6.2,2 Days,Casual,1,5,12.5,Campus Ambassador,57,56,0,42.8
L02960,North,Rajasthan,Cybersecurity,Morning,Medium,6.2,2 Days,Casual,1,7.3,14.3,Direct,85,74,1,55.4
L02961,West,Gujarat,Cybersecurity,Morning,Medium,6,Same Day,Semi-Formal,1,9,8.3,Direct,82,63,1,70.7
L02962,North,Delhi,Data Science,Morning,Long,10,3-5 Days,Formal,1,4.4,15.7,Direct,37,40,0,39.7
L02963,South,Tamil Nadu,Cybersecurity,Morning,Medium,6.4,1 Day,Semi-Formal,1,3.4,12.2,Direct,77,70,1,64.2
L02964,North,Punjab,Cybersecurity,Evening,Short,2.4,Same Day,Formal,1,10.3,14.5,Campus Ambassador,84,75,1,67.3
L02965,East,West Bengal,Cloud,Evening,Long,10.8,1 Day,Semi-Formal,1,4.9,15.8,Direct,65,54,0,44.2
L02966,South,Telangana,Cloud,Afternoon,Short,1.7,3-5 Days,Casual,1,5.8,11.3,Direct,48,42,0,43.4
L02967,North,Delhi,AI & ML,Afternoon,Medium,5.8,2 Days,Casual,1,6.9,11.2,Direct,74,60,1,63.1
